Codice comune,Totale_sum
17024,4188
17025,15122
17026,3420
17027,1380
17028,9628
17029,399158
17030,1470
17031,4268
17032,26280
17033,7166
17034,17050
17035,4882
17036,698
17037,9232
17038,19024
17039,26074
17040,16832
17041,13368
17042,22024
17043,23142
17044,3320
17045,14846
17046,21942
17047,2282
17048,9758
17049,1308
17050,3628
17051,1686
17052,38512
17053,3048
17054,1072
17055,5476
17056,17590
17057,9196
17058,4074
17059,15158
17060,8024
17061,31492
17062,14310
17063,3854
17064,2840
17065,31312
17066,11162
17067,59198
17068,8948
17069,17482
17070,10432
17071,4044
17072,17884
17073,9320
17074,5316
17075,23118
17076,5652
17077,24718
17078,37260
17079,4286
17080,10158
17081,33438
17082,3798
17083,714
17084,256
17085,18310
17086,8252
17087,1030
17088,28524
17089,2284
17090,3332
17091,7684
17092,33624
17093,1114
17094,1222
17095,772
17096,44004
17097,2932
17098,220
17099,7084
17100,4006
17101,6212
17102,10828
17103,26636
17104,8548
17105,1310
17106,6292
17107,24962
17108,3466
17109,5242
17110,1072
17111,3376
17112,9116
17113,52288
17114,10244
17115,1560
17116,5350
17117,21492
17118,4036
17119,7846
17120,9516
17121,3858
17122,8154
17123,6416
17124,1960
17125,25104
17126,4968
17127,29894
17128,3060
17129,9458
17130,7342
17131,350
17132,4252
17133,40632
17134,9706
17135,1198
17136,14044
17137,5526
17138,8990
17139,1080
17140,1210
17141,2938
17142,9540
17143,15808
17144,4950
17145,5420
17146,7538
17147,10490
17148,3504
17149,14120
17150,13894
17151,7140
17152,5784
17153,3066
17155,13932
17156,14566
17157,1786
17158,6954
17159,12508
17160,6798
17161,26992
17162,9600
17163,19682
17164,8860
17165,18920
17166,38842
17167,11658
17168,7958
17169,6700
17170,21238
17171,6896
17172,5332
17173,9554
17174,26530
17175,1744
17176,2856
17177,2910
17178,6114
17179,16672
17180,3840
17181,2506
17182,3926
17183,2500
17184,2248
17185,2422
17186,13034
17187,15530
17188,27844
17189,4154
17190,10920
17191,1042
17192,7462
17193,2884
17194,356
17195,16312
17196,7540
17197,8576
17198,2908
17199,21532
17200,2772
17201,11690
17202,1308
17203,4026
17204,16446
17205,2108
17206,9426
18001,1636
18002,480
18003,1068
18004,7276
18005,3128
18006,724
18007,1284
18008,1708
18009,3616
18011,1910
18012,1350
18013,12624
18014,5816
18015,5292
18016,2770
18017,830
18018,1890
18019,5342
18020,1252
18021,1060
18022,1474
18023,7002
18024,19272
18025,214
18026,2194
18027,3030
18029,2738
18030,2872
18031,902
18032,1760
18033,4944
18034,17786
18035,13900
18036,1458
18037,13462
18038,2100
18039,2220
18040,1070
18041,13464
18042,448
18043,4522
18044,362
18045,1414
18046,11000
18047,2360
18048,7968
18049,2608
18050,10908
18051,1916
18052,3160
18053,3544
18054,1544
18057,2054
18058,790
18059,734
18060,9856
18061,9230
18062,2194
18063,1620
18064,716
18065,2320
18066,388
18067,418
18068,19840
18069,19266
18071,2822
18072,10668
18073,6486
18074,378
18075,5476
18076,8778
18077,2942
18078,13034
18079,720
18080,2308
18081,5660
18082,250
18083,4214
18084,4918
18085,3486
18086,5014
18087,3322
18088,12808
18089,710
18090,2106
18091,944
18092,2694
18093,7660
18094,1768
18095,3086
18096,1040
18097,816
18098,542
18099,1386
18100,3316
18101,1252
18102,31218
18103,578
18104,1442
18105,338
18106,2196
18107,3768
18108,626
18109,3880
18110,146668
18111,1616
18112,1744
18113,3656
18114,5310
18115,3428
18116,1384
18117,1558
18118,2960
18119,820
18120,2074
18121,3154
18122,10598
18123,11700
18124,1082
18125,166
18126,418
18127,1252
18128,1258
18129,3116
18130,1110
18131,1750
18133,978
18134,1286
18135,7904
18136,2120
18137,12896
18138,10596
18139,3800
18140,3184
18141,1946
18142,944
18143,4598
18144,1586
18145,1106
18146,3078
18147,1774
18148,408
18149,1326
18150,12546
18151,2328
18152,1052
18153,23300
18154,1232
18155,3216
18156,1108
18157,1878
18158,632
18159,4820
18160,7076
18161,1646
18162,8926
18163,4660
18164,7472
18165,2046
18166,1164
18167,418
18168,4298
18169,2962
18171,6188
18172,196
18173,6710
18174,750
18175,2506
18176,13152
18177,127246
18178,134
18179,1560
18180,6792
18181,3158
18182,78690
18183,240
18184,1956
18185,3384
18186,2010
18187,956
18188,782
18189,3490
18190,6246
18191,1696
18192,5166
18193,2142
19001,2326
19002,7834
19003,4022
19004,1216
19005,9838
19006,2934
19007,1160
19009,2342
19010,2478
19011,1346
19012,4330
19013,1096
19014,846
19015,4648
19016,7634
19017,3752
19018,2290
19019,1040
19020,3674
19021,30962
19022,3266
19023,1146
19024,900
19025,18908
19026,11342
19027,614
19028,958
19029,4560
19030,1802
19031,2390
19032,2150
19033,2718
19034,3138
19035,69212
19036,145344
19037,3460
19038,1286
19039,866
19040,604
19041,7618
19043,2438
19044,2092
19045,1762
19046,3840
19047,2288
19048,2672
19049,1254
19050,3022
19051,3460
19052,5394
19053,2278
19054,3936
19055,5636
19056,3436
19057,4168
19058,4558
19059,4982
19060,1500
19061,1674
19062,12200
19063,1854
19064,5650
19065,2808
19066,7652
19067,18022
19068,6766
19069,3036
19070,1218
19072,5054
19073,2260
19074,2538
19075,3194
19076,12770
19077,2882
19078,1788
19079,3546
19080,2002
19081,6834
19082,1052
19083,3738
19084,16354
19085,4574
19086,6338
19087,2302
19088,4364
19089,2638
19090,3820
19091,812
19092,2694
19093,1090
19094,7084
19095,6532
19096,1880
19097,15202
19098,17714
19099,6254
19100,2982
19101,1232
19102,13764
19103,3004
19104,840
19105,946
19106,916
19107,4158
19108,1184
19109,5618
19110,3376
19111,7310
19112,9054
19113,7782
19114,974
19115,680
19116,7918
20001,5630
20002,20114
20003,11738
20007,8336
20008,8584
20010,4464
20011,5510
20012,3034
20013,6518
20014,9082
20015,25348
20016,10474
20017,47644
20018,7618
20019,5122
20020,2226
20021,29980
20022,6746
20024,6038
20025,4380
20026,20268
20027,17816
20028,12000
20029,2950
20030,98880
20031,12902
20032,1616
20033,15562
20034,8256
20035,10854
20036,9954
20037,5044
20038,13124
20039,14022
20041,3450
20042,13084
20043,3400
20044,4654
20045,33306
20046,2248
20047,10836
20048,2480
20050,4948
20051,10618
20052,13914
20053,17378
20054,8248
20055,13780
20056,3040
20057,23760
20058,2494
20059,3356
20060,2264
20061,14518
20062,2942
20063,5372
20064,4096
20065,42588
20066,40112
20068,4298
20070,14660
20071,29608
20072,10982
20073,3856
21001,3312
21002,2076
21003,790
21004,29864
21005,1560
21006,6942
21007,3508
21008,214814
21009,1308
21010,4504
21011,45144
21012,5566
21013,33548
21014,772
21015,16170
21016,5334
21017,11034
21018,4572
21019,13762
21020,3088
21021,5854
21022,10438
21023,6842
21024,4438
21025,1306
21026,2752
21027,4772
21028,6692
21029,10926
21030,5720
21031,7232
21032,2010
21033,5142
21034,6596
21035,3502
21036,1810
21037,10396
21038,10050
21039,5492
21040,36058
21041,24934
21042,8188
21043,676
21044,3110
21045,2562
21046,10574
21047,6236
21048,5628
21049,1658
21050,3388
21051,82340
21052,5838
21053,3428
21054,4132
21055,3958
21056,11778
21057,6490
21058,3998
21059,7954
21060,7750
21061,9728
21062,7630
21063,3196
21064,1474
21065,382
21066,3806
21067,7292
21068,1090
21069,512
21070,9076
21071,5822
21072,15932
21073,2788
21074,6322
21075,2524
21076,7614
21077,6698
21079,6148
21080,7138
21081,7758
21082,3508
21083,6488
21084,3082
21085,4030
21086,14320
21087,5832
21088,2842
21089,5172
21091,2490
21092,3758
21093,12484
21094,3678
21095,2300
21096,3518
21097,9076
21098,6876
21099,3988
21100,2020
21101,4886
21102,2112
21103,1916
21104,5822
21105,2100
21106,6340
21107,6180
21108,12030
21109,4650
21110,6648
21111,9588
21112,1946
21113,3204
21114,3650
21115,14088
21116,5976
21117,2796
21118,1520
22001,17616
22002,2970
22003,6296
22005,2248
22006,35854
22007,8238
22009,10174
22011,2964
22013,5418
22015,862
22017,3070
22018,772
22021,1314
22022,13996
22025,8024
22026,508
22029,1368
22032,2704
22033,2196
22034,7660
22035,3962
22036,1414
22037,3038
22038,2954
22039,3762
22040,1168
22042,1918
22043,1052
22045,442
22047,4638
22048,2364
22049,2114
22050,8224
22051,2214
22052,1084
22053,6032
22054,468
22058,1388
22059,704
22060,610
22061,8180
22062,14062
22064,1992
22068,1358
22071,850
22074,2480
22078,1170
22079,10234
22081,1824
22083,2150
22085,974
22087,6322
22089,2638
22090,676
22091,800
22092,5038
22093,1484
22095,4272
22097,2346
22098,5530
22102,2352
22103,18226
22104,16266
22106,1602
22108,1754
22109,520
22110,4434
22112,282
22113,1170
22114,1786
22115,3178
22116,11078
22117,14622
22118,5252
22120,2222
22123,19986
22124,5704
22127,4136
22128,2686
22129,2198
22130,1580
22131,1668
22133,328
22134,1654
22135,1988
22136,3672
22137,1570
22138,804
22139,43096
22142,1274
22143,6082
22144,4936
22147,9056
22150,2686
22153,35204
22155,2816
22156,5822
22157,914
22159,876
22160,3290
22161,80570
22162,814
22163,1620
22164,360
22165,1112
22167,7808
22168,2232
22169,1824
22170,1592
22171,2800
22172,2844
22173,744
22176,1366
22177,1604
22179,2504
22180,2552
22181,1400
22182,2410
22183,9158
22184,1184
22188,3832
22189,1184
22190,2090
22191,4024
22193,1398
22195,1284
22196,5998
22199,7320
22200,2620
22202,1352
22203,2958
22205,237804
22209,924
22210,2730
22213,3640
22216,344
22222,7602
22224,6046
22226,3540
22228,5868
22229,10548
22230,13336
22231,3136
22232,2300
22233,4220
22234,2886
22235,3220
22236,10154
22237,1082
22238,3988
22239,1424
22240,6618
22241,4676
22242,2776
22243,5804
22244,3584
22245,10726
22246,5824
22247,2790
22248,10206
22249,9602
22250,7122
22251,6110
22252,4964
22253,7236
22254,5138
23001,4732
23002,10492
23003,4630
23004,12708
23005,5212
23006,14414
23007,6522
23008,3428
23009,3980
23010,2750
23011,7122
23012,32284
23013,2686
23014,4968
23015,40722
23016,14070
23017,15844
23018,17230
23019,11144
23020,7326
23021,23916
23022,26776
23023,12052
23024,2984
23025,33386
23026,5016
23027,17028
23028,17472
23029,2178
23030,7804
23031,5206
23032,3792
23033,1540
23034,500
23035,8230
23036,8222
23037,10514
23038,21676
23039,10466
23040,23076
23041,6496
23042,17122
23043,14056
23044,51140
23045,7378
23046,6306
23047,5060
23048,9124
23049,8644
23050,18032
23051,15956
23052,34092
23053,16874
23054,7470
23055,20582
23056,2504
23057,6286
23058,34952
23059,21860
23060,14530
23061,5032
23062,4404
23063,7544
23064,11912
23065,5268
23066,3194
23067,4192
23068,7644
23069,43072
23070,10016
23071,50702
23072,8238
23073,31636
23074,1144
23075,6060
23076,25864
23077,23974
23078,5080
23079,2828
23080,1788
23081,14298
23082,29670
23083,35422
23084,6010
23085,4300
23086,6142
23087,9818
23088,5526
23089,31516
23090,1514
23091,519216
23092,10254
23093,5118
23094,20652
23095,11630
23096,67002
23097,30706
23098,9730
24001,2784
24002,4026
24003,3198
24004,23870
24005,4344
24006,15646
24007,6182
24008,51154
24009,12940
24010,1766
24012,86954
24013,12874
24014,17124
24015,13296
24016,6378
24017,8018
24018,22674
24019,4984
24020,2648
24021,22470
24022,3364
24024,7158
24025,7602
24026,30080
24027,5786
24028,12432
24029,25384
24030,4978
24032,6272
24034,23806
24035,15406
24036,22694
24037,2616
24038,27812
24039,3166
24040,7574
24041,1360
24042,4760
24043,6864
24044,1664
24046,8570
24047,7534
24048,20662
24049,248
24050,382
24051,11218
24052,32862
24053,7246
24055,29600
24056,19064
24057,28210
24060,12992
24061,46788
24062,10040
24063,5608
24064,6808
24065,3622
24066,5696
24067,18110
24068,6138
24070,15230
24071,6220
24072,2414
24073,9886
24074,18030
24075,6102
24076,1456
24077,4346
24078,16474
24079,8520
24080,1116
24081,6226
24082,5578
24083,11650
24084,12408
24085,8456
24086,28612
24087,29284
24088,16260
24089,1302
24090,2052
24091,16644
24094,3208
24095,11320
24096,7236
24097,10602
24098,13452
24099,5296
24100,77962
24101,3728
24102,8520
24103,15118
24104,25680
24105,48536
24106,1038
24107,11744
24108,23464
24110,17474
24111,52150
24112,2490
24113,6182
24115,4588
24116,223528
24117,3790
24118,12278
24119,13248
24120,2774
24121,1572
24122,13658
24123,6162
24124,12776
24125,10116
24126,11954
24127,9310
25001,8160
25002,5522
25003,2332
25004,4474
25005,6444
25006,71744
25007,1640
25008,3856
25010,2520
25011,7938
25012,2594
25013,756
25014,698
25015,4270
25016,11470
25017,884
25018,4694
25019,3728
25021,41128
25022,6256
25023,2192
25025,1124
25026,5582
25027,2138
25029,10656
25030,2596
25032,1112
25033,2592
25035,536
25036,8754
25037,712
25039,7458
25040,16282
25043,1230
25044,2392
25045,3176
25046,774
25047,3166
25048,13454
25049,1224
25050,4948
25051,3858
25053,20408
25054,986
25055,4858
25056,6254
25057,730
25058,2714
25059,3484
25060,2612
25062,970
25063,3740
25065,2790
25066,1682
25067,1668
25069,394
25070,6322
25071,10360
25072,13582
25073,6044
25074,27282
26001,14012
26002,9096
26003,18202
26004,11884
26005,15392
26006,15844
26007,9410
26008,22636
26009,26314
26010,22818
26011,4596
26012,67128
26013,14546
26014,5816
26015,7768
26016,7342
26017,6798
26018,5272
26019,10598
26020,10256
26021,70552
26022,13862
26023,12562
26025,12214
26026,17244
26027,7430
26028,11332
26029,12022
26030,5708
26031,12086
26032,10396
26033,11940
26034,8130
26035,18282
26036,18712
26037,10060
26038,19280
26039,10300
26040,18726
26041,5892
26042,6450
26043,55648
26044,8806
26045,2638
26046,62918
26047,8916
26048,5618
26049,21704
26050,13154
26051,41290
26052,8984
26053,7734
26055,44136
26056,14750
26057,23910
26058,16622
26059,26068
26060,1500
26061,4412
26062,10356
26063,34316
26064,19932
26065,3376
26066,18908
26067,4242
26068,22074
26069,29368
26070,13312
26071,26024
26072,13900
26073,10282
26074,9832
26075,18356
26076,19884
26077,14762
26078,6076
26079,3730
26080,12338
26081,20442
26082,24834
26083,23664
26084,8540
26085,21504
26086,171520
26087,20518
26088,13860
26089,33474
26090,7342
26091,35892
26092,55960
26093,20354
26094,3594
26095,23074
26096,13262
27001,7650
27002,14468
27003,21488
27004,26336
27005,22952
27006,26696
27007,12262
27008,97942
27009,6396
27010,5842
27011,20740
27012,30158
27013,24448
27014,16970
27015,8298
27016,11866
27017,14040
27018,5542
27019,53058
27020,35362
27021,43088
27022,12658
27023,77106
27024,54742
27025,22870
27026,32398
27027,14034
27028,24704
27029,49824
27030,9360
27031,16162
27032,25964
27033,83984
27034,23730
27035,35288
27036,25792
27037,38140
27038,56206
27039,15332
27040,4546
27041,9572
27042,518300
27043,19936
27044,27076
28001,40548
28002,6426
28003,53080
28004,8496
28005,3684
28006,4216
28007,9718
28008,6916
28009,6172
28010,1242
28011,7800
28012,4868
28013,17804
28014,7006
28015,14152
28016,32226
28017,29686
28018,5294
28019,24082
28020,11374
28021,4588
28022,3016
28023,15172
28026,9200
28027,9622
28028,10768
28029,2926
28030,11428
28031,3946
28032,40350
28033,12798
28034,20354
28035,10280
28036,14384
28037,32378
28038,16028
28039,14290
28040,8726
28041,8556
28042,9112
28043,3982
28044,18372
28045,16102
28046,15292
28047,6060
28048,18342
28049,3552
28050,12176
28052,3684
28053,5132
28054,23220
28055,34770
28056,17874
28057,23146
28058,23140
28059,11192
28060,424790
28061,7636
28062,2520
28063,22234
28064,19040
28065,40338
28066,6686
28067,4814
28068,7472
28069,26992
28070,7068
28071,9822
28072,33378
28073,9814
28075,20434
28076,12804
28077,26304
28078,8868
28079,6126
28080,14516
28082,14576
28083,5124
28084,3874
28085,20938
28086,46414
28087,13848
28088,8268
28089,18076
28090,5338
28091,16686
28092,12284
28093,25996
28094,8668
28095,4156
28096,9530
28097,3532
28098,1832
28099,26126
28100,46252
28101,11208
28102,4358
28103,20952
28104,12334
28105,6558
28106,17984
28107,14028
29001,38318
29002,8386
29003,5334
29004,20250
29005,2406
29006,5012
29007,2910
29008,1372
29009,5340
29010,1740
29011,3084
29012,8102
29013,5294
29014,3198
29015,7020
29017,4610
29018,4972
29019,3522
29021,4610
29022,7880
29023,2800
29024,5164
29025,1962
29026,3034
29027,4148
29028,2242
29029,23100
29030,6784
29031,6830
29032,3468
29033,24184
29034,2866
29035,3056
29036,2270
29037,7648
29038,4382
29039,18830
29040,12588
29041,102098
29042,2230
29043,2134
29044,7696
29045,6306
29046,16270
29047,5250
29048,9858
29049,2280
29050,3952
29051,1796
29052,28186
30001,4422
30002,1698
30003,1918
30004,6450
30005,4136
30006,5770
30007,3420
30008,6856
30009,10580
30010,4836
30011,3642
30012,1420
30013,12870
30014,7860
30015,3154
30016,15744
30018,5550
30019,5724
30020,7492
30021,1974
30022,1334
30023,27562
30024,1302
30025,1242
30026,22190
30027,32196
30028,4358
30029,922
30030,6234
30031,4246
30032,4574
30033,314
30034,204
30035,2626
30036,5658
30037,12240
30039,2204
30040,1102
30041,1820
30042,1144
30043,21556
30044,9368
30045,626
30046,26744
30047,1356
30048,7418
30049,13674
30051,1214
30052,4606
30053,11822
30054,1816
30055,12818
30056,3564
30057,13750
30058,5148
30059,3352
30060,3306
30061,992
30062,9818
30063,4940
30064,4908
30065,5286
30066,5716
30067,3670
30068,10240
30069,5868
30070,10894
30071,4112
30072,18836
30073,4914
30074,11020
30075,4880
30076,2696
30077,5052
30078,10948
30079,13906
30080,7178
30081,1760
30082,2914
30083,8038
30084,500
30085,1480
30086,1752
30087,5668
30088,1002
30089,900
30090,9674
30091,12346
30092,1888
30093,568
30094,790
30095,4784
30097,3990
30098,5718
30099,16020
30100,14864
30101,12192
30102,2138
30103,4226
30104,4628
30105,2496
30106,3406
30107,788
30108,722
30109,7490
30110,1766
30111,654
30112,2534
30113,1130
30114,7932
30116,17838
30117,8280
30118,29730
30120,5582
30121,20180
30122,4170
30123,5428
30124,4342
30126,3406
30127,15386
30128,3190
30129,198102
30130,5420
30131,3996
30132,1750
30133,4400
30135,1588
30136,1140
30137,3480
30138,2272
30188,12458
30189,2630
30190,12566
30191,1420
31001,3282
31002,14594
31003,2702
31004,658
31005,3348
31006,6080
31007,68068
31008,12828
31009,16108
31010,2954
31011,1954
31012,57632
31013,1420
31014,3104
31015,7408
31016,23874
31017,4362
31018,12338
31019,1510
31020,3072
31021,3978
31022,3402
31023,14652
31024,5714
31025,3370
32001,16852
32002,1726
32003,26026
32004,11420
32005,4060
32006,406468
33001,4004
33002,9394
33003,1908
33004,5370
33005,7096
33006,16092
33007,11942
33008,4820
33010,9684
33011,15338
33012,9126
33013,27830
33014,10468
33015,240
33016,1692
33017,1146
33018,9340
33019,2296
33020,2314
33021,30340
33022,4242
33023,11434
33024,9156
33025,4456
33026,7778
33027,10394
33028,1896
33030,926
33032,208630
33033,4412
33034,1192
33035,18392
33036,9388
33037,13070
33038,14092
33039,24526
33040,11308
33041,1672
33042,5834
33043,4282
33044,4106
33045,8400
33046,3396
33047,138
33048,4994
33049,5918
34001,4250
34002,4238
34003,6576
34004,4004
34005,1362
34006,13574
34007,13750
34008,4210
34009,29426
34010,18254
34011,2178
34012,3574
34013,18276
34014,54408
34015,14184
34016,11374
34017,11992
34018,21202
34019,10148
34020,21748
34022,1716
34023,22320
34024,7114
34025,26080
34026,2170
34027,396584
34028,1966
34030,5846
34031,11432
34032,39906
34033,11644
34035,3434
34036,9660
34038,2394
34039,4234
34040,1832
34041,15502
34042,19164
34044,1056
34045,5232
34046,2356
34049,15640
34050,6410
34051,25440
35001,17672
35002,19568
35003,6450
35004,20386
35005,10662
35006,11272
35008,21558
35009,11452
35010,10596
35011,7912
35012,38124
35013,8800
35014,30842
35015,17032
35016,20958
35017,19696
35018,7458
35020,50582
35021,13282
35022,11600
35023,12732
35024,29888
35026,17406
35027,21034
35028,27018
35029,14566
35030,26438
35032,18282
35033,344248
35034,12056
35035,8004
35036,29646
35037,16402
35038,12616
35039,22618
35040,51792
35041,8658
35042,3604
35043,8546
35044,6664
35045,7218
35046,8164
36001,8478
36002,20398
36003,17448
36004,6432
36005,145254
36006,66116
36007,30194
36008,22622
36009,14014
36010,16604
36011,5940
36012,30428
36013,34296
36014,2412
36015,69092
36016,3698
36017,7858
36018,5336
36019,35304
36020,10566
36021,12492
36022,48182
36023,373660
36024,1832
36025,4258
36026,6572
36027,32224
36028,20010
36029,4152
36030,36092
36031,4598
36032,3210
36033,7506
36034,12420
36035,1370
36036,13116
36037,21688
36038,7000
36039,12092
36040,81668
36041,18578
36042,17056
36043,4916
36044,31134
36045,25652
36046,51434
36047,9182
37001,24778
37002,19538
37003,14508
37005,11430
37006,781250
37007,6546
37008,37090
37009,26784
37010,3686
37011,73370
37012,6844
37013,3708
37014,2416
37015,6742
37016,9068
37017,13172
37019,37244
37020,41934
37021,31372
37022,10896
37024,27568
37025,13258
37026,3910
37027,9798
37028,11064
37030,24738
37031,7784
37032,140000
37033,4366
37034,8762
37035,18214
37036,13662
37037,33670
37038,17794
37039,31354
37040,7408
37041,12426
37042,21590
37044,12772
37045,9478
37046,27856
37047,35250
37048,14326
37050,16942
37051,8348
37052,18070
37053,56508
37054,65584
37055,25328
37056,14946
37057,29906
37059,15472
37060,38190
37061,62996
37062,13898
38001,42730
38003,28130
38004,70898
38005,23082
38006,44210
38007,32142
38008,264390
38010,5506
38011,9570
38012,4600
38014,13266
38017,11698
38018,19768
38019,23180
38022,15240
38023,7358
38025,7284
38027,17268
38028,19900
38029,15540
38030,13920
39001,23616
39002,33374
39003,4832
39004,14716
39005,4984
39006,19198
39007,57578
39008,19418
39009,14750
39010,117906
39011,16300
39012,64574
39013,21040
39014,316116
39015,11386
39016,24598
39017,5870
39018,9012
40001,11520
40003,22010
40004,5804
40005,12692
40007,194380
40008,51942
40009,7438
40011,3150
40012,236000
40013,26520
40014,4892
40015,21438
40016,18404
40018,14390
40019,20026
40020,13782
40022,8870
40028,3452
40031,1468
40032,12488
40033,1446
40036,3630
40037,6766
40041,24124
40043,8160
40044,6744
40045,35896
40046,6362
40049,2304
40050,3568
41001,8584
41002,3574
41005,1484
41006,1104
41007,16732
41008,4256
41009,3298
41010,15966
41013,121456
41014,16814
41015,18572
41016,1826
41017,576
41018,2460
41019,11430
41020,9794
41021,1110
41022,2992
41023,3960
41025,2642
41026,2036
41027,4152
41028,7450
41029,28680
41030,5480
41031,1306
41032,3258
41033,2138
41034,5134
41035,2224
41036,13860
41038,5594
41041,1318
41043,12024
41044,190406
41045,5568
41047,4176
41048,1248
41049,3756
41051,9198
41054,6508
41057,8012
41058,2976
41060,2736
41061,1920
41064,1718
41065,15800
41066,13854
41067,28212
41068,30058
41069,24672
41070,10392
41071,9780
42001,9582
42002,200564
42003,8650
42004,2606
42005,4292
42006,14348
42007,5094
42008,10084
42010,37316
42011,3184
42012,7028
42013,7088
42014,29340
42015,9778
42016,8970
42017,60334
42018,51824
42019,18444
42020,3398
42021,79990
42022,25826
42023,12382
42024,2032
42025,6652
42026,3772
42027,19804
42029,6136
42030,13650
